Timestamp,In which faculty are you based?,Which of the following organisations usually fund your research?,What is your job title?,Do you use research software?,How important is research software to your work?,Have you developed your own research software?,How do you rate your software development expertise?,Do you feel that you have received sufficient training to develop reliable software?,Would you be interested in the university helping you commercialise some of your research software?,Do you feel that your research software is ready to be shared with a commercial partner?,"Have you used ShARC/Bessemer, the University's high-performance computing (HPC) system?",How confident are you with the following technologies? [Version control],How confident are you with the following technologies? [Continuous integration],How confident are you with the following technologies? [Unit testing],How would you rate the university's current level of support for your software-development needs?,Have you or someone in your group ever hired someone specifically to develop software?,Have you ever included costs for software development in a funding proposal?,How suitable would the following models be for your software development needs? [Hire a full-time software developer],How suitable would the following models be for your software development needs? [Recruit a developer (or fractional FTE equivalent of a developer) from a central University of Sheffield pool as needed]
2020/10/06 1:12:44 pm GMT,Faculty of Social Sciences,ESRC,professor,No,1,No,,,,,,,,,,Yes,Yes,Suitable,Suitable
2020/10/06 1:15:38 pm GMT,Faculty of Social Sciences,AHRC;Lots of it isn't externally funded,Senior Lecturer in Quantitative Methods,Yes,5,No,,,,,,,,,,Yes,Yes,Unsuitable,Perfect
2020/10/06 1:16:08 pm GMT,Faculty of Social Sciences,ESRC;NERC;NIHR,Lecturer,Yes,5,No,,,,,,,,,,Yes,Yes,Suitable,Perfect
2020/10/06 1:21:02 pm GMT,Faculty of Social Sciences,ESRC,Senior Lecturer,Yes,5,Yes,4,No,Yes,No,"No, but I would like to use IRIDIS in the future",Very confident,Confident,Confident,3,Yes,No (but we DID expect to write software as part of the project),Suitable,Suitable
2020/10/06 1:44:10 pm GMT,Faculty of Social Sciences,ESRC;Leverhulme Trust/ British Academy,Senior Lecturer,Yes,3,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,
2020/10/06 1:48:16 pm GMT,Faculty of Social Sciences,"EPSRC;ESRC;EU, Commercial, Charity",Professor,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,
2020/10/06 4:16:05 pm GMT,Faculty of Social Sciences,ESRC,Senior Lecturer,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2020/10/06 5:14:39 pm GMT,Faculty of Social Sciences,ESRC,Research Associate,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2020/10/06 5:29:21 pm GMT,Faculty of Social Sciences,ESRC,Innovation Fellow ,Yes,4,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,
2020/10/06 7:01:01 pm GMT,Faculty of Social Sciences,ESRC,UKRI Innovation Fellow,Yes,3,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,
2020/10/06 8:56:54 pm GMT,Faculty of Social Sciences,ESRC,Senior Lecturer,Yes,3,No,,,,,,,,,,No,Yes,Suitable,Unsuitable
2020/10/07 6:09:45 am GMT,Faculty of Social Sciences,ESRC,Policy Research Associate,Yes,2,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Suitable,Suitable
2020/10/07 7:59:02 am GMT,Faculty of Social Sciences,ESRC,Research Associate,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),,
2020/10/07 8:10:42 am GMT,Faculty of Social Sciences,ESRC,Senior Lecturer in Quantitative Social Sciences,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Suitable,Unsuitable
2020/10/07 9:05:32 am GMT,Faculty of Social Sciences,ESRC,Senior Research Fellow,Yes,4,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,
2020/10/07 9:43:53 am GMT,Faculty of Social Sciences,EPSRC;ESRC;Leverhulme Trust,Research Associate,Yes,5,Yes,3,No,No,I'm not interested in commercialising my research software,"No, but I would like to use IRIDIS in the future",Confident,Not heard of it,Not heard of it,3,Yes,No (but we DID expect to write software as part of the project),Unsuitable,Suitable
2020/10/07 1:22:58 pm GMT,Faculty of Social Sciences,ESRC,ESRC Research Fellow,No,2,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2020/10/07 2:03:27 pm GMT,Faculty of Social Sciences,voluntary and statutory sector organisations,Senior Lecturer in Social Work,Yes,3,No,,,,,,,,,,No,No (but we DID expect to write software as part of the project),Unsuitable,Unsuitable
2020/10/07 4:14:04 pm GMT,Faculty of Social Sciences,AHRC,Research Fellow,No,3,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Suitable,Suitable
2020/10/08 8:42:37 am GMT,Faculty of Social Sciences,"ESRC;British Academy, Leverhulme",Reader in Political Theory,No,1,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2020/10/08 8:43:06 am GMT,Faculty of Social Sciences,,Lecturer,Yes,2,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2020/10/08 8:45:42 am GMT,Faculty of Social Sciences,ESRC,SL,No,2,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2020/10/08 8:54:23 am GMT,Faculty of Social Sciences,Leverhulme Trust,Lecturer,Yes,5,Yes,3,No,Yes,No,"No, but I would like to use IRIDIS in the future",Not heard of it,Not heard of it,Not heard of it,1,No,No (but we DID expect to write software as part of the project),Unsuitable,Suitable
2020/10/08 9:18:23 am GMT,Faculty of Social Sciences,ESRC,Lecturer in Criminology and Social Policy,No,2,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2020/10/08 9:22:37 am GMT,Faculty of Social Sciences,British Academy,British Academy Postdoctoral Fellow,No,1,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,
2020/10/08 9:34:57 am GMT,Faculty of Social Sciences,ESRC,research associate,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),,
2020/10/08 10:00:55 am GMT,Faculty of Social Sciences,ESRC;Leverhulme Trust,Lecturer,Yes,3,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2020/10/08 10:04:35 am GMT,Faculty of Social Sciences,ESRC,Postdoctoral Research Associate,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2020/10/08 10:13:17 am GMT,Faculty of Social Sciences,NERC,Senior Lecturer in Physical Geography,Yes,5,Yes,2,Yes,No,I'm not interested in commercialising my research software,"No, I use other HPC facilities",Not confident,Not heard of it,Not heard of it,4,No,Yes,,Perfect
2020/10/08 10:15:02 am GMT,Faculty of Social Sciences,AHRC,Pos-doctoral fellow,Yes,3,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2020/10/08 10:24:56 am GMT,Faculty of Social Sciences,"ESRC;MRC;NIHR;British Red Cross, FareShare",Sr. Lecturer,Yes,4,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Perfect
2020/10/08 10:54:38 am GMT,Faculty of Social Sciences,BBSRC;ESRC;Leverhulme,Research Fellow,Yes,3,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2020/10/08 11:09:41 am GMT,Faculty of Social Sciences,EPSRC;NERC;Royal Society,Lecturer,Yes,5,Yes,3,No,No,I'm not interested in commercialising my research software,Sharc/Iceberg,Not confident,Not heard of it,Not heard of it,3,No,Yes,Unsuitable,Suitable
2020/10/08 11:19:10 am GMT,Faculty of Social Sciences,NERC,Senior Lecturer,Yes,5,No,,,,,,,,,,No,Yes,Suitable,Perfect
2020/10/08 12:27:13 pm GMT,Faculty of Arts and Humanities,"AHRC;Wellcome Trust;British Academy, ERC",Professor East Asian Cinema.,Yes,3,No,,,,,,,,,,Yes,Yes,Suitable,Suitable
2020/10/08 12:31:25 pm GMT,Faculty of Arts and Humanities,,Lecturer in Korean Studies,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2020/10/08 2:11:56 pm GMT,Faculty of Arts and Humanities,Japanese organisations,Senior Lecturer,Yes,4,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2020/10/08 3:00:23 pm GMT,Faculty of Social Sciences,STFC,Research Assistant ,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2020/10/08 3:30:51 pm GMT,Faculty of Arts and Humanities,Daiwa Anglo-Japanese Foundation,PhD Candidate,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),,
2020/10/08 4:08:49 pm GMT,Faculty of Social Sciences,ESRC;MRC;NIHR;Wellcome Trust,Prof of Public health,Yes,4,No,,,,,,,,,,No,Yes,Unsuitable,Unsuitable
2020/10/09 6:51:35 am GMT,Faculty of Science,BBSRC;EPSRC;MRC,Lecturer,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2020/10/09 7:16:06 am GMT,Faculty of Science,EPSRC,Lecturer,Yes,5,Yes,3,No,No,I'm not interested in commercialising my research software,Yes,Very confident,Not confident,Not confident,3,Yes,Yes,Unsuitable,Perfect
2020/10/09 7:38:07 am GMT,Faculty of Science,BBSRC,PGR Student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Perfect
2020/10/09 7:57:42 am GMT,Faculty of Science,BBSRC,Doctoral researcher,Yes,5,Yes,3,No,No,I'm not interested in commercialising my research software,"No, but I would like to use ShARC/Bessemer in the future",Not confident,Not confident,Not confident,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2020/10/09 8:20:47 am GMT,Faculty of Science,EPSRC,Lecturer,Yes,5,Yes,2,No,No,I'm not interested in commercialising my research software,Yes,Confident,Not heard of it,Not confident,3,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2020/10/09 8:34:09 am GMT,Faculty of Science,EPSRC;STFC,Research Fellow,Yes,5,Yes,5,No,No,I'm not interested in commercialising my research software,"No, I use other HPC facilities",Very confident,Confident,Confident,1,Yes,Yes,Suitable,Suitable
2020/10/09 11:00:12 am GMT,Faculty of Social Sciences,,LEcturer,Yes,5,No,,,,,,,,,,No,Yes,Unsuitable,Unsuitable
2020/10/09 1:39:05 pm GMT,Faculty of Arts and Humanities,,Lecturer,No,1,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,
2020/10/09 2:38:48 pm GMT,Faculty of Social Sciences,,Lecturer,Yes,4,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Suitable,Unsuitable
2020/10/09 2:40:39 pm GMT,Faculty of Social Sciences,Leverhulme,Professor ,Yes,5,No,,,,,,,,,,No,No (but we DID expect to write software as part of the project),Unsuitable,Suitable
2020/10/09 2:47:52 pm GMT,Faculty of Social Sciences,ESRC,Lecturer,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2020/10/09 3:21:23 pm GMT,Faculty of Social Sciences,ESRC;Health foundation; Leverhulme Trust,Professor,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2020/10/09 3:59:34 pm GMT,Faculty of Social Sciences,,Senior Lecturer ,Yes,5,No,,,,,,,,,,No,Yes,Unsuitable,Unsuitable
2020/10/09 4:04:33 pm GMT,Faculty of Social Sciences,ESRC,Lecturer,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,
2020/10/09 10:53:08 pm GMT,Faculty of Social Sciences,Government departments,Professor,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2020/10/11 5:54:14 pm GMT,Faculty of Social Sciences,MRC;NIHR;Wellcome Trust,Professor,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2020/10/12 8:13:38 am GMT,Faculty of Science,ESRC;Wellcome Trust;Charity funding,Senior Lecturer in Psychology,Yes,5,Yes,1,Yes,No,No,"No, I do not require HPC in my research",Not heard of it,Not heard of it,Not heard of it,2,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2020/10/12 9:26:39 am GMT,Faculty of Social Sciences,ESRC;British Academy / Leverhulme,Senior Lecturer in Economics ,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2020/10/13 8:43:19 am GMT,Faculty of Arts and Humanities,AHRC,Senior Lecturer in Human Osteology,Yes,4,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Suitable,Suitable
2020/10/13 8:44:24 am GMT,Faculty of Arts and Humanities,,Senior Lecturer,No,1,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2020/10/13 8:45:11 am GMT,Faculty of Arts and Humanities,"AHRC;AHRC would be my usual funder, but I have not received funds from them...",Senior Lecturer,Yes,3,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2020/10/13 8:47:25 am GMT,Faculty of Arts and Humanities,,Senior Lecturer in ...,No,2,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2020/10/13 8:48:07 am GMT,Faculty of Arts and Humanities,NEH,Honorary Research Fellow,No,1,No,,,,,,,,,,No,Yes,,Perfect
2020/10/13 8:50:47 am GMT,Faculty of Arts and Humanities,AHRC,Professor of Electroacoustic Music Composition,Yes,5,Yes,4,Yes,No,No,"No, I do not require HPC in my research",Confident,Not heard of it,Not heard of it,5,No,No (but we DID expect to write software as part of the project),Unsuitable,Suitable
2020/10/13 8:54:06 am GMT,Faculty of Arts and Humanities,none,Professor Emeritus,Yes,2,No,,,,,,,,,,Yes,Yes,Unsuitable,Suitable
2020/10/13 9:04:23 am GMT,Faculty of Arts and Humanities,AHRC,University Teacher,No,1,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2020/10/13 9:07:37 am GMT,Faculty of Arts and Humanities,,Professor of Applied Linguistics,Yes,4,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2020/10/13 9:53:55 am GMT,Faculty of Arts and Humanities,AHRC,Research Associate,Yes,5,No,,,,,,,,,,No,Yes,Unsuitable,Unsuitable
2020/10/13 10:15:57 am GMT,Faculty of Arts and Humanities,AHRC;ESRC,Lecturer,Yes,2,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2020/10/13 10:44:00 am GMT,Faculty of Arts and Humanities,AHRC;ESRC;(Currently funded by a specific bequest/trust. Previously AHRC + ESRC.),Research Associate,Yes,4,No,,,,,,,,,,Yes,Yes;No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2020/10/13 11:39:05 am GMT,Faculty of Arts and Humanities,EPSRC,PhD candidate,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2020/10/13 12:49:38 pm GMT,Faculty of Arts and Humanities,AHRC,Senior Lecturer,Yes,3,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Suitable,Suitable
2020/10/13 2:47:26 pm GMT,Faculty of Social Sciences,ESRC;government departments,,Yes,4,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),,Suitable
2020/10/14 6:26:38 am GMT,Faculty of Science,STFC,Scientific Officer,Yes,5,Yes,4,No,Yes,Yes,Yes,Confident,Confident,Confident,2,Yes,Yes,Suitable,Suitable
2020/10/14 10:53:37 am GMT,Faculty of Social Sciences,NERC,Research Fellow,Yes,5,Yes,2,No,No,No,Yes,Not confident,Not heard of it,Not heard of it,2,No,Yes,Suitable,Perfect
2020/10/14 10:03:40 pm GMT,Faculty of Science,EPSRC,Lecturer,Yes,5,No,,,,,,,,,,No,Yes,Unsuitable,Unsuitable
2020/10/15 9:52:33 am GMT,Faculty of Social Sciences,"AHRC;ESRC;Newton Fund, GCRF ",Lecturer,No,1,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2020/10/15 12:18:04 pm GMT,Faculty of Arts and Humanities,AHRC,Senior Lecturer,No,1,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2020/10/19 2:18:04 pm GMT,Faculty of Arts and Humanities,AHRC,Research Fellow,Yes,5,Yes,1,No,No,Yes,Yes,Very confident,Not heard of it,Not heard of it,5,Yes,Yes,Unsuitable,Unsuitable
2020/10/22 3:40:57 pm GMT,Faculty of Social Sciences,"ESRC;EU, Leverhulme Trust",Research Fellow,Yes,4,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2020/10/23 6:06:46 am GMT,Faculty of Science,Pathological society,Clinical PhD fellow ,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2020/10/23 6:53:10 am GMT,Faculty of Science,,Visiting Professor,Yes,5,Yes,3,No,No,I'm not interested in commercialising my research software,"No, but I would like to use ShARC/Bessemer in the future",Not confident,Not heard of it,Not confident,1,No,No (I'm not involved in writing funding proposals),,Suitable
2020/10/23 7:58:25 am GMT,Faculty of Science,EPSRC;MRC;Wellcome Trust,Senior Lecturer,Yes,5,Yes,4,Yes,No,No,Yes,Very confident,Not confident,Confident,4,No,No (but we DID expect to write software as part of the project),Suitable,Perfect
2020/10/23 8:50:50 am GMT,Faculty of Science,EPSRC;STFC,honorary research fellow,Yes,5,Yes,4,No,No,I'm not interested in commercialising my research software,"No, I do not require HPC in my research",Confident,Not heard of it,Not heard of it,3,Yes,Yes,Suitable,Unsuitable
2020/10/23 11:17:08 am GMT,Faculty of Science,EPSRC;NERC;ERC,Senior Lecturer,Yes,5,Yes,4,No,No,I'm not interested in commercialising my research software,"No, but I would like to use ShARC/Bessemer in the future",Confident,Not heard of it,Not confident,3,Yes,No (but we DID expect to write software as part of the project),Unsuitable,Suitable
2020/10/23 7:01:40 pm GMT,Faculty of Arts and Humanities,AHRC;Leverhulme,Research fellow,Yes,4,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2020/10/24 8:06:08 am GMT,Faculty of Science,NERC;Royal Society ,Postdoctoral researcher (co-investigator),Yes,5,Yes,2,Yes,No,I'm not interested in commercialising my research software,Yes,Not confident,Not confident,Not heard of it,2,No,No (but we DID expect to write software as part of the project),Unsuitable,Suitable
2020/11/09 12:03:55 pm GMT,English Language Teaching Centre,None,Activities and Educational Visits Coordinator,No,1,No,,,,,,,,,,Yes,No (I'm not involved in writing funding proposals),Suitable,Unsuitable
2020/11/09 12:07:15 pm GMT,Faculty of Engineering,Sheffield Hospitals Charitable Trust,PDRA,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2020/11/09 12:07:52 pm GMT,"Faculty of Medicine, Dentistry and Health",MRC;British Heart Foundation;Industry,Professor / BHF Senior Fellow,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Suitable,Perfect
2020/11/09 12:14:46 pm GMT,"Faculty of Medicine, Dentistry and Health",NIHR,Head of Data Management,Yes,5,Yes,3,Yes,No,I'm not interested in commercialising my research software,it's not suitable for risk-bearing data,Confident,Not confident,Confident,1,Yes,Yes,Perfect,Perfect
2020/11/09 12:17:37 pm GMT,"Faculty of Medicine, Dentistry and Health",ESRC;Wellcome Trust;Nuffield Foundation; Leverhulme,Senior Lecturer,Yes,5,No,,,,,,,,,,Yes,Yes,Unsuitable,Perfect
2020/11/09 12:18:09 pm GMT,"Faculty of Medicine, Dentistry and Health",NIHR;Public Health Scotland,Research Associate,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2020/11/09 12:20:57 pm GMT,"Faculty of Medicine, Dentistry and Health",MRC;NIHR;Wellcome Trust,Professor of Public Health,Yes,5,Yes,4,No,No,No,Yes,Confident,Not heard of it,Not confident,3,No,No (but we DID expect to write software as part of the project),Unsuitable,Suitable
2020/11/09 12:22:39 pm GMT,Faculty of Science,BBSRC;MRC;Wellcome Trust,Postdoc,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),,Suitable
2020/11/09 12:23:33 pm GMT,Faculty of Science,BBSRC;MRC;Wellcome Trust;Royal society,Senior Research Fellow,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2020/11/09 12:28:49 pm GMT,Faculty of Engineering,EPSRC,Lecturer,Yes,5,Yes,4,Yes,Yes,No,Yes,Very confident,Not heard of it,Very confident,4,Yes,Yes;No (but we DID expect to write software as part of the project),Suitable,Perfect
2020/11/09 12:31:28 pm GMT,Faculty of Science,BBSRC;EPSRC;MRC;British Heart Foundation;Cancer Research UK;Wellcome Trust,Microscope Facility Manager,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Perfect
2020/11/09 12:33:35 pm GMT,Faculty of Arts and Humanities,"AHRC;British Academy, Leverhulme Trust",Professor,Yes,5,No,,,,,,,,,,Yes,No (but we DID expect to write software as part of the project),Unsuitable,Suitable
2020/11/09 12:40:39 pm GMT,Faculty of Engineering,EPSRC,Research Associate,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2020/11/09 12:44:44 pm GMT,Faculty of Social Sciences,EPSRC;ESRC;NERC;Commercial organisations,Lecturer in Management Accounting,Yes,3,No,,,,,,,,,,No,Yes,Unsuitable,Perfect
2020/11/09 12:45:45 pm GMT,Faculty of Engineering,EPSRC,PhD student,Yes,5,No,,,,,,,,,,Yes,No (I'm not involved in writing funding proposals),,
2020/11/09 12:47:46 pm GMT,Faculty of Science,BBSRC;University of Sheffield,PDRA,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2020/11/09 12:48:23 pm GMT,Faculty of Science,Almost nothing externally funded in a formal way other than by creating the data,Professor,Yes,5,Yes,3,No,No,I'm not interested in commercialising my research software,"No, but I would like to use ShARC/Bessemer in the future",Not confident,Not heard of it,Not confident,1,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2020/11/09 12:49:57 pm GMT,Faculty of Science,BBSRC;Leverhulme trust,Lecturer,Yes,5,No,,,,,,,,,,No,No (but we DID expect to write software as part of the project),Suitable,Perfect
2020/11/09 12:51:09 pm GMT,Faculty of Science,BBSRC;Wellcome Trust;Action on Hearing Loss,Professor of Sensory Neuroscience,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2020/11/09 12:54:23 pm GMT,Faculty of Science,"EPSRC;It's not directly funded, reserachers pay per sample from their grants",Experimental Officer,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2020/11/09 12:58:11 pm GMT,"Faculty of Medicine, Dentistry and Health",Wellcome Trust,,Yes,4,No,,,,,,,,,,No,Yes,Suitable,Suitable
2020/11/09 12:58:34 pm GMT,Faculty of Science,Wellcome Trust,Research Associate,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2020/11/09 1:00:48 pm GMT,Faculty of Science,BBSRC;MRC;Wellcome Trust,Professor,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Suitable,Perfect
2020/11/09 1:03:28 pm GMT,"Print & Design Solutions, EFM",Not funded,Print Estimator,No,1,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2020/11/09 1:05:21 pm GMT,Faculty of Science,MRC,research fellow ,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2020/11/09 1:11:19 pm GMT,Faculty of Engineering,EPSRC,research associate,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2020/11/09 1:12:35 pm GMT,"Faculty of Medicine, Dentistry and Health",Weston Park Cancer Charity,Research Associate in Thoracic Oncological MR Imaging,Yes,5,Yes,4,Yes,Yes,No,Yes,Confident,Not heard of it,Confident,4,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2020/11/09 1:13:39 pm GMT,"Faculty of Medicine, Dentistry and Health",BBSRC;MRC;Wellcome Trust;Royal Society,Research Fellow,Yes,5,Yes,3,No,No,I'm not interested in commercialising my research software,"No, but I would like to use ShARC/Bessemer in the future",Confident,Not confident,Not confident,4,No,No (but we DID expect to write software as part of the project),Unsuitable,Suitable
2020/11/09 1:34:36 pm GMT,Faculty of Science,BBSRC;EPSRC;Wellcome Trust,Lecturer,Yes,5,Yes,3,No,No,I'm not interested in commercialising my research software,"I tried but couldn't figure out how to use it, then I was advised it's probably faster just to use my own laptop rather than waiting for the queue on hpc",Confident,Not heard of it,Not heard of it,4,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2020/11/09 2:09:51 pm GMT,Faculty of Engineering,Conacyt Mexico,PhD Student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2020/11/09 2:19:33 pm GMT,Faculty of Engineering,EPSRC;ERC,Professor,Yes,4,Yes,5,Yes,Yes,Yes,Yes,Very confident,Very confident,Very confident,3,No,No (but we DID expect to write software as part of the project),Unsuitable,Suitable
2020/11/09 2:24:58 pm GMT,"Faculty of Medicine, Dentistry and Health",EPSRC,PhD Student,Yes,5,No,,,,,,,,,,Yes,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2020/11/09 2:42:37 pm GMT,Faculty of Science,Cancer Research UK,Lecturer,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2020/11/09 3:42:18 pm GMT,Faculty of Science,EPSRC,PhD Student,Yes,5,Yes,3,No,Yes,No,Yes,Not confident,Not heard of it,Not confident,1,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
